uniqueid,thumbnail_count,visit_count,play_count,impression_count,event_count_cta_n_p_s_1,event_count_cta_n_p_s_2,event_count_cta_n_p_s_3,event_count_cta_n_p_s_4,event_count_cta_n_p_s_5,event_count_finished,first_thumbnail_at,last_thumbnail_at,first_visited_at,last_visited_at,first_played_at,last_played_at,first_impression_at,last_impression_at,first_received_at_cta_n_p_s_1,last_received_at_cta_n_p_s_1,first_received_at_cta_n_p_s_2,last_received_at_cta_n_p_s_2,first_received_at_cta_n_p_s_3,last_received_at_cta_n_p_s_3,first_received_at_cta_n_p_s_4,last_received_at_cta_n_p_s_4,first_received_at_cta_n_p_s_5,last_received_at_cta_n_p_s_5,first_received_at_finished,last_received_at_finished
"20048942","","1","1","1","","","","","1","1","","","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","","","","","","","","","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00"
"9042854","","1","1","1","","","","","","","","","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","","","","","","","","","","","",""
"9029252","","2","2","2","","","","","1","1","","","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","","","","","","","","","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00"
"10830577","","1","1","1","","","","","","","","","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","","","","","","","","","","","",""
"10858434","","2","2","2","","","","","","","","","2025-05-15 14:00:00","2025-05-17 21:00:00","2025-05-15 14:00:00","2025-05-17 21:00:00","2025-05-15 14:00:00","2025-05-17 21:00:00","","","","","","","","","","","",""
"10859780","","1","1","1","","","","","1","1","","","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","","","","","","","","","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00"
"9311207","","1","1","1","","","","","1","1","","","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","","","","","","","","","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00"
"10981207","","1","1","1","","","","","","","","","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","","","","","","","","","","","",""
"9696702","","1","1","1","","","","","","1","","","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","","","","","","","","","","","2025-05-15 14:00:00","2025-05-15 14:00:00"
"9602461","","1","1","1","","","","","","","","","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","","","","","","","","","","","",""
"10882473","","1","1","1","","","","","1","1","","","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","","","","","","","","","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00","2025-05-15 14:00:00"
"10893330","","2","2","1","","","","","1","1","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","","","","","","","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00"
"10912950","","1","1","1","","","","","1","1","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","","","","","","","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00"
"9539602","","1","1","1","","","","1","","1","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","","","","","","","2025-05-15 16:00:00","2025-05-15 16:00:00","","","2025-05-15 16:00:00","2025-05-15 16:00:00"
"10967904","","1","1","1","","","","","1","1","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","","","","","","","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00"
"9435647","","1","1","","","","","","","","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","","","","","","","","","","","","","",""
"20039584","","1","1","1","","","","","","","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","","","","","","","","","","","",""
"9023480","","1","1","1","","","","","1","1","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","","","","","","","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00"
"9279639","","1","1","1","","","","","1","1","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","","","","","","","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00"
"9198848","","1","1","1","","","","","","","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","","","","","","","","","","","",""
"2302143","","2","2","2","","","","","1","1","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","","","","","","","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00"
"9059185","","1","1","1","","","1","","","1","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","","","","","2025-05-15 15:00:00","2025-05-15 15:00:00","","","","","2025-05-15 15:00:00","2025-05-15 15:00:00"
"9673311","","1","1","1","","","","","","","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","","","","","","","","","","","",""
"9126044","","1","1","1","","","","","1","1","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","","","","","","","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00"
"9460577","","1","1","1","","","","","1","1","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","","","","","","","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00"
"10754935","","1","1","1","","","","","1","1","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","","","","","","","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00"
"8904551","","1","1","1","","","","","1","1","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","","","","","","","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00"
"9562336","","1","1","1","","","","","1","1","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","","","","","","","","","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00"
"10989992","","2","2","2","","","","","1","1","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","","","","","","","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00"
"MissingID-f037851d790782ec88c5e231d70d98e2c7493dc0be4e18d58633333b338cd57c","","4","4","3","","","","","","","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","","","","","","","","","","","",""
"MissingID-ec37b1a52a855768fa8d60e9fa8ae1c8736fdf3df4950b2b223503555d87754d","","1","1","1","","","","","","","","","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","2025-05-15 15:00:00","","","","","","","","","","","",""
"MissingID-d6445847db87e1ff5dd9f2d6a1a81c6bf5ede19249c1ab6b02f5c0b8c7f0ed06","","1","1","1","","","","","","","","","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","","","","","","","","","","","",""
"8757264","","1","1","","","","","","","","","","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","","","","","","","","","","","","","",""
"10951101","","1","1","1","","","","","","","","","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","","","","","","","","","","","",""
"9256260","","1","1","1","","","","","1","1","","","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","","","","","","","","","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00"
"9679989","","1","1","1","","","","","1","1","","","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","","","","","","","","","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00"
"10993980","","1","1","1","","","","","1","1","","","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","","","","","","","","","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00"
"MissingID-215b00eea62f99e4d0e2652fce936f608fe13358c6723319e8b6b1c8396cdcdf","","1","1","1","","","","","","","","","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","","","","","","","","","","","",""
"9620450","","1","1","1","","","","","","","","","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","","","","","","","","","","","",""
"9672989","","1","1","1","","","","","","","","","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","","","","","","","","","","","",""
"9689354","","1","1","1","","","","","1","1","","","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","","","","","","","","","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00"
"9958252","","1","1","1","","","","","","","","","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","","","","","","","","","","","",""
"10891495","","1","1","1","","","","","","","","","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","2025-05-15 16:00:00","","","","","","","","","","","",""
"374686","","1","1","1","","","","","","","","","2025-05-15 17:00:00","2025-05-15 17:00:00","2025-05-15 17:00:00","2025-05-15 17:00:00","2025-05-15 17:00:00","2025-05-15 17:00:00","","","","","","","","","","","",""
"1790829","","1","1","1","","","","","","","","","2025-05-15 17:00:00","2025-05-15 17:00:00","2025-05-15 17:00:00","2025-05-15 17:00:00","2025-05-15 17:00:00","2025-05-15 17:00:00","","","","","","","","","","","",""
"3030782","","1","1","1","","","","","","","","","2025-05-15 17:00:00","2025-05-15 17:00:00","2025-05-15 17:00:00","2025-05-15 17:00:00","2025-05-15 17:00:00","2025-05-15 17:00:00","","","","","","","","","","","",""
"3051618","","1","1","1","","","","","1","1","","","2025-05-15 17:00:00","2025-05-15 17:00:00","2025-05-15 17:00:00","2025-05-15 17:00:00","2025-05-15 17:00:00","2025-05-15 17:00:00","","","","","","","","","2025-05-15 17:00:00","2025-05-15 17:00:00","2025-05-15 17:00:00","2025-05-15 17:00:00"
"9150840","","1","1","1","","","","","1","1","","","2025-05-15 17:00:00","2025-05-15 17:00:00","2025-05-15 17:00:00","2025-05-15 17:00:00","2025-05-15 17:00:00","2025-05-15 17:00:00","","","","","","","","","2025-05-15 17:00:00","2025-05-15 17:00:00","2025-05-15 17:00:00","2025-05-15 17:00:00"
"9154614","","1","1","1","","","","","1","1","","","2025-05-15 17:00:00","2025-05-15 17:00:00","2025-05-15 17:00:00","2025-05-15 17:00:00","2025-05-15 17:00:00","2025-05-15 17:00:00","","","","","","","","","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00"
"9628403","","3","3","2","","","","","","1","","","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","","","","","","","","","","","2025-05-15 18:00:00","2025-05-15 18:00:00"
"10826300","","1","1","1","","","","","1","1","","","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","","","","","","","","","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00"
"10779419","","1","1","1","","","","","","1","","","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","","","","","","","","","","","2025-05-15 18:00:00","2025-05-15 18:00:00"
"7490625","","4","4","4","","","","","","","","","2025-05-15 18:00:00","2025-05-18 12:00:00","2025-05-15 18:00:00","2025-05-18 12:00:00","2025-05-15 18:00:00","2025-05-18 12:00:00","","","","","","","","","","","",""
"9352196","","1","1","1","","","","","1","1","","","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","","","","","","","","","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00"
"10827331","","1","1","1","","","","","","","","","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","","","","","","","","","","","",""
"MissingID-363e52c8f0827f8b10e0dd1d914336eeb791ff9c33eac918a30dd1899d6771dc","","1","1","1","","","","","","","","","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","","","","","","","","","","","",""
"10884160","","1","1","","","","","","","","","","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","","","","","","","","","","","","","",""
"10912913","","2","2","1","","","","","1","1","","","2025-05-15 18:00:00","2025-05-17 22:00:00","2025-05-15 18:00:00","2025-05-17 22:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","","","","","","","","","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00","2025-05-15 18:00:00"
"10785693","","7","7","7","","","","","","","","","2025-05-15 19:00:00","2025-05-15 20:00:00","2025-05-15 19:00:00","2025-05-15 20:00:00","2025-05-15 19:00:00","2025-05-15 20:00:00","","","","","","","","","","","",""
"10979898","","2","2","1","","","","","","1","","","2025-05-15 19:00:00","2025-05-15 23:00:00","2025-05-15 19:00:00","2025-05-15 23:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","","","","","","","","","","","2025-05-15 19:00:00","2025-05-15 19:00:00"
"10909875","","1","1","1","","","","","","","","","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","","","","","","","","","","","",""
"10833188","","1","1","1","","","","","1","1","","","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","","","","","","","","","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00"
"10782151","","1","1","1","","","","","1","1","","","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","","","","","","","","","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00"
"10845654","","2","2","2","","","","","2","2","","","2025-05-15 19:00:00","2025-05-19 05:00:00","2025-05-15 19:00:00","2025-05-19 05:00:00","2025-05-15 19:00:00","2025-05-19 05:00:00","","","","","","","","","2025-05-15 19:00:00","2025-05-19 05:00:00","2025-05-15 19:00:00","2025-05-19 05:00:00"
"9464765","","2","1","1","","","1","","","1","","","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","","","","","2025-05-15 19:00:00","2025-05-15 19:00:00","","","","","2025-05-15 19:00:00","2025-05-15 19:00:00"
"2100481","","1","1","1","","","","","1","1","","","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","","","","","","","","","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00"
"10751300","","1","1","1","","","","","1","1","","","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","","","","","","","","","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00"
"10733547","","1","1","1","","","","","","1","","","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","2025-05-15 19:00:00","","","","","","","","","","","2025-05-15 19:00:00","2025-05-15 19:00:00"
"10614866","","1","1","1","","","","","","","","","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","","","","","","","","","","","",""
"9935705","","1","1","1","","","","","","1","","","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","","","","","","","","","","","2025-05-15 20:00:00","2025-05-15 20:00:00"
"10986036","","1","1","1","","","","","","","","","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","","","","","","","","","","","",""
"10651923","","1","1","1","","","","","1","1","","","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","","","","","","","","","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00"
"8950878","","1","1","1","","","","","1","1","","","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","","","","","","","","","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00"
"10915841","","1","1","1","1","","","","","1","","","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","","","","","","","","","2025-05-15 20:00:00","2025-05-15 20:00:00"
"1769336","","2","2","1","","","","","1","1","","","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","","","","","","","","","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00"
"10773705","","3","3","3","","","","1","","1","","","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","","","","","","","2025-05-15 20:00:00","2025-05-15 20:00:00","","","2025-05-15 20:00:00","2025-05-15 20:00:00"
"8048333","","1","1","1","","","","1","","1","","","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","","","","","","","2025-05-15 20:00:00","2025-05-15 20:00:00","","","2025-05-15 20:00:00","2025-05-15 20:00:00"
"7122112","","1","1","1","","","","","1","1","","","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","","","","","","","","","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00"
"9922574","","1","1","2","","","","","2","2","","","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","","","","","","","","","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00"
"11001393","","3","3","3","1","","","","","2","","","2025-05-15 20:00:00","2025-05-16 15:00:00","2025-05-15 20:00:00","2025-05-16 15:00:00","2025-05-15 20:00:00","2025-05-16 15:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","","","","","","","","","2025-05-15 20:00:00","2025-05-16 15:00:00"
"1200788","","1","1","1","","","","","1","1","","","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","","","","","","","","","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00","2025-05-15 20:00:00"
"3309223","","1","1","1","","","","","","","","","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","","","","","","","","","","","",""
"1006681","","1","1","1","","","","","","","","","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","","","","","","","","","","","",""
"9590915","","1","1","1","","","","","","","","","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","","","","","","","","","","","",""
"9445086","","1","1","1","","","","","1","1","","","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","","","","","","","","","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00"
"9192188","","2","2","2","","","","","2","2","","","2025-05-15 21:00:00","2025-05-18 19:00:00","2025-05-15 21:00:00","2025-05-18 19:00:00","2025-05-15 21:00:00","2025-05-18 19:00:00","","","","","","","","","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00"
"MissingID-27fafb4d376a0ebf951857dfd3f78be0df764e4c5c98bba1b18c8b4b4e9f56e3","","1","1","1","","","","","","","","","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","","","","","","","","","","","",""
"9545273","","3","3","3","","","","","","","","","2025-05-15 21:00:00","2025-05-15 22:00:00","2025-05-15 21:00:00","2025-05-15 22:00:00","2025-05-15 21:00:00","2025-05-15 22:00:00","","","","","","","","","","","",""
"9613543","","2","2","2","","","","","1","1","","","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","","","","","","","","","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00"
"8700320","","1","1","1","","","","","","","","","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","2025-05-15 21:00:00","","","","","","","","","","","",""
"10926361","","1","1","1","","","","","1","1","","","2025-05-15 22:00:00","2025-05-15 22:00:00","2025-05-15 22:00:00","2025-05-15 22:00:00","2025-05-15 22:00:00","2025-05-15 22:00:00","","","","","","","","","2025-05-15 22:00:00","2025-05-15 22:00:00","2025-05-15 22:00:00","2025-05-15 22:00:00"
"10844270","","1","1","1","","","","","","","","","2025-05-15 22:00:00","2025-05-15 22:00:00","2025-05-15 22:00:00","2025-05-15 22:00:00","2025-05-15 22:00:00","2025-05-15 22:00:00","","","","","","","","","","","",""
"9571520","","1","1","1","","","","","","","","","2025-05-15 22:00:00","2025-05-15 22:00:00","2025-05-15 22:00:00","2025-05-15 22:00:00","2025-05-15 22:00:00","2025-05-15 22:00:00","","","","","","","","","","","",""
"20051106","","1","1","1","","","","","1","1","","","2025-05-15 22:00:00","2025-05-15 22:00:00","2025-05-15 22:00:00","2025-05-15 22:00:00","2025-05-15 22:00:00","2025-05-15 22:00:00","","","","","","","","","2025-05-15 22:00:00","2025-05-15 22:00:00","2025-05-15 22:00:00","2025-05-15 22:00:00"
"10845772","","1","1","1","","","1","","","1","","","2025-05-15 22:00:00","2025-05-15 22:00:00","2025-05-15 22:00:00","2025-05-15 22:00:00","2025-05-15 22:00:00","2025-05-15 22:00:00","","","","","2025-05-15 22:00:00","2025-05-15 22:00:00","","","","","2025-05-15 22:00:00","2025-05-15 22:00:00"
"9691528","","1","1","1","","","","","","","","","2025-05-15 22:00:00","2025-05-15 22:00:00","2025-05-15 22:00:00","2025-05-15 22:00:00","2025-05-15 22:00:00","2025-05-15 22:00:00","","","","","","","","","","","",""
