uniqueid,thumbnail_count,visit_count,play_count,impression_count,event_count_finished,first_thumbnail_at,last_thumbnail_at,first_visited_at,last_visited_at,first_played_at,last_played_at,first_impression_at,last_impression_at,first_received_at_finished,last_received_at_finished
"25788101","","2","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"24718865","","1","","","","","","2025-02-28 16:00:00","2025-02-28 16:00:00","","","","","",""
"29575717","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"27649707","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"70962420","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"70965242","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"5574602","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"70958721","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"70963875","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"70966175","","2","1","1","","","","2025-02-28 17:00:00","2025-02-28 20:00:00","2025-02-28 17:00:00","2025-02-28 17:00:00","2025-02-28 17:00:00","2025-02-28 17:00:00","",""
"70447966","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"30861328","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"8916225","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"70958397","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"24588874","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"9095567","","2","","","","","","2025-02-28 17:00:00","2025-02-28 21:00:00","","","","","",""
"10233768","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"33032861","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"70965730","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"28067716","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"28551577","","1","1","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","2025-02-28 17:00:00","2025-02-28 17:00:00","","","",""
"70961109","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"16361272","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"70965891","","2","","","","","","2025-02-28 17:00:00","2025-02-28 19:00:00","","","","","",""
"70957968","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"70040818","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"7658028","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"70963381","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"70952355","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"70887300","","1","1","1","1","","","2025-02-28 17:00:00","2025-02-28 17:00:00","2025-02-28 17:00:00","2025-02-28 17:00:00","2025-02-28 17:00:00","2025-02-28 17:00:00","2025-02-28 17:00:00","2025-02-28 17:00:00"
"33536599","","1","1","1","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","2025-02-28 17:00:00","2025-02-28 17:00:00","2025-02-28 17:00:00","2025-02-28 17:00:00","",""
"70962200","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"70854425","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"33388555","","1","1","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","2025-02-28 17:00:00","2025-02-28 17:00:00","","","",""
"15330475","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"33548555","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"1542217","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"26409556","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"21372518","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"26593702","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"70954439","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"33559225","","1","","","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","","","","","",""
"70955507","","1","1","1","","","","2025-02-28 17:00:00","2025-02-28 17:00:00","2025-02-28 17:00:00","2025-02-28 17:00:00","2025-02-28 17:00:00","2025-02-28 17:00:00","",""
"3592381","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"70776170","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"7319135","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"15836014","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"33544644","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"70964100","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"70951814","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"33549132","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"70779738","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"14346179","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"33554946","","3","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"70969860","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"33555523","","2","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"24647578","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"70959778","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"70970420","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"70959720","","3","","","","","","2025-02-28 18:00:00","2025-02-28 19:00:00","","","","","",""
"70958818","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"3811612","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"4047848","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"8824151","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"28601854","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"25740009","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"5229906","","2","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"70957977","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"70957690","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"70956199","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"70028694","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"2761703","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"27326438","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"27212051","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"18751065","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"23701617","","1","1","1","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","2025-02-28 18:00:00","2025-02-28 18:00:00","2025-02-28 18:00:00","2025-02-28 18:00:00","",""
"1867792","","2","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"26580816","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"32715778","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"33361949","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"33433166","","1","","","","","","2025-02-28 18:00:00","2025-02-28 18:00:00","","","","","",""
"12001024","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"70965127","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"27462862","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"21613272","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"6530566","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"29687163","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"9648972","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"70801104","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"33545714","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"22003683","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"19132840","","2","1","","","","","2025-02-28 19:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00","","","",""
"19961207","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"26964543","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"32170060","","2","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"70970352","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"70969374","","2","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"70963856","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"20320383","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"14068445","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"70965011","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"70959517","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"70967776","","1","1","1","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","2025-02-28 19:00:00","2025-02-28 19:00:00","2025-02-28 19:00:00","2025-02-28 19:00:00","",""
"12381532","","2","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"70963023","","2","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"29957780","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"33550648","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"70963100","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"70957978","","2","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"70964335","","2","","","","","","2025-02-28 19:00:00","2025-02-28 21:00:00","","","","","",""
"70950965","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"5456802","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"70965785","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"2799643","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"26346794","","2","","","","","","2025-02-28 19:00:00","2025-02-28 20:00:00","","","","","",""
"29225136","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"70967761","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"24658440","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"23709679","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"22642668","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"6496166","","1","1","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","2025-02-28 19:00:00","2025-02-28 19:00:00","","","",""
"14015508","","1","","","","","","2025-02-28 19:00:00","2025-02-28 19:00:00","","","","","",""
"70970441","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"70721202","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"70691948","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"6716702","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"70954769","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"70955373","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"5881382","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"70958894","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"33560628","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"33556720","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"33555256","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"33554679","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"70960214","","2","","","","","","2025-02-28 20:00:00","2025-02-28 21:00:00","","","","","",""
"70961089","","4","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"33544353","","1","1","1","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00","",""
"32829364","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"32720688","","2","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"32535749","","1","1","1","1","","","2025-02-28 20:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00"
"31954862","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"70963604","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"31013826","","2","1","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00","","","",""
"70964659","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"11381650","","1","1","1","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00","",""
"30202092","","2","","","","","","2025-02-28 20:00:00","2025-02-28 21:00:00","","","","","",""
"70965313","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"28496537","","2","","","","","","2025-02-28 20:00:00","2025-02-28 21:00:00","","","","","",""
"2827791","","1","1","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00","","","",""
"70965903","","2","","","","","","2025-02-28 20:00:00","2025-02-28 21:00:00","","","","","",""
"27826231","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"70966489","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"26247190","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"23340510","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"70968655","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"22513935","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"21906443","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"20158625","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"70969463","","1","1","1","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00","",""
"70969703","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"18438912","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"70969971","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"17815875","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"16858730","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"70970209","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"70970234","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"70748683","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"16271920","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"13871237","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"13715336","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"70824816","","1","","","","","","2025-02-28 20:00:00","2025-02-28 20:00:00","","","","","",""
"70789619","","2","1","1","1","","","2025-02-28 20:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00","2025-02-28 20:00:00"
"18296030","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"70915777","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"18132393","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"70313663","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"27086039","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"17749696","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"70966814","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"70970087","","1","1","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","2025-02-28 21:00:00","2025-02-28 21:00:00","","","",""
"33562440","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"33563267","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"70836854","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"70591623","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"70958268","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"4935873","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"70958104","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"70958033","","2","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"70955237","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"13447308","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"6554152","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"9650367","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"12867926","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"18911027","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"18682898","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"70969622","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"20984347","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"70953405","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"18321989","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"26784994","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"70970116","","3","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"28867392","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"16923267","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"70862591","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"70842722","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"28876699","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"70965534","","4","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"29419607","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"29790021","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"70970414","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"70964715","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"70503970","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"16154448","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"70963879","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"31514395","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"7520281","","1","1","1","1","","","2025-02-28 21:00:00","2025-02-28 21:00:00","2025-02-28 21:00:00","2025-02-28 21:00:00","2025-02-28 21:00:00","2025-02-28 21:00:00","2025-02-28 21:00:00","2025-02-28 21:00:00"
"70962888","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"33018983","","2","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"33043086","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"70961922","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"70961899","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"70961426","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"33548219","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"14387396","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"8403719","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"33551009","","2","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"70960219","","2","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"33552799","","1","","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","","","","","",""
"70959327","","1","1","","","","","2025-02-28 21:00:00","2025-02-28 21:00:00","2025-02-28 21:00:00","2025-02-28 21:00:00","","","",""
"28204600","","1","1","1","1","","","2025-02-28 22:00:00","2025-02-28 22:00:00","2025-02-28 22:00:00","2025-02-28 22:00:00","2025-02-28 22:00:00","2025-02-28 22:00:00","2025-02-28 22:00:00","2025-02-28 22:00:00"
"70963858","","1","","","","","","2025-02-28 22:00:00","2025-02-28 22:00:00","","","","","",""
"4415188","","2","","","","","","2025-02-28 22:00:00","2025-02-28 22:00:00","","","","","",""
"20200820","","1","","","","","","2025-02-28 22:00:00","2025-02-28 22:00:00","","","","","",""
"14333310","","1","","","","","","2025-02-28 22:00:00","2025-02-28 22:00:00","","","","","",""
"4620129","","1","","","","","","2025-02-28 22:00:00","2025-02-28 22:00:00","","","","","",""
"29999402","","1","","","","","","2025-02-28 22:00:00","2025-02-28 22:00:00","","","","","",""
"70906200","","1","","","","","","2025-02-28 22:00:00","2025-02-28 22:00:00","","","","","",""
"26054319","","1","","","","","","2025-02-28 22:00:00","2025-02-28 22:00:00","","","","","",""
"70967960","","1","","","","","","2025-02-28 22:00:00","2025-02-28 22:00:00","","","","","",""
"6835528","","1","","","","","","2025-02-28 23:00:00","2025-02-28 23:00:00","","","","","",""
"24185788","","1","","","","","","2025-02-28 23:00:00","2025-02-28 23:00:00","","","","","",""
"28212988","","1","","","","","","2025-02-28 23:00:00","2025-02-28 23:00:00","","","","","",""
"31099366","","1","","","","","","2025-02-28 23:00:00","2025-02-28 23:00:00","","","","","",""
"25489501","","1","","","","","","2025-02-28 23:00:00","2025-02-28 23:00:00","","","","","",""
"33249006","","1","","","","","","2025-02-28 23:00:00","2025-02-28 23:00:00","","","","","",""
"31561958","","1","1","1","","","","2025-02-28 23:00:00","2025-02-28 23:00:00","2025-02-28 23:00:00","2025-02-28 23:00:00","2025-02-28 23:00:00","2025-02-28 23:00:00","",""
"10259519","","1","","","","","","2025-02-28 23:00:00","2025-02-28 23:00:00","","","","","",""
"70785425","","1","","","","","","2025-02-28 23:00:00","2025-02-28 23:00:00","","","","","",""
"7218745","","1","","","","","","2025-02-28 23:00:00","2025-02-28 23:00:00","","","","","",""
